hedId	rdfs:label	Level	omn:SubClassOf	Attributes	dc:description	omn:EquivalentTo
HED_0012558	Semiology-motor-automatisms-gelastic	5	Semiology-motor-automatisms	suggestedTag=Episode-responsiveness, suggestedTag=Episode-appearance, suggestedTag=Episode-event-count	Bursts of laughter or giggling, usually without an appropriate affective tone.	"Semiology-motor-automatisms and (suggestedTag value ""Episode-responsiveness"") and (suggestedTag value ""Episode-appearance"") and (suggestedTag value ""Episode-event-count"")"
HED_0012559	Semiology-motor-other-automatisms	5	Semiology-motor-automatisms	requireChild		Semiology-motor-automatisms and (requireChild value true)
HED_0012560	Semiology-motor-other-automatisms-#	6	Semiology-motor-other-automatisms	takesValue, valueClass=textClass	Free text.	"Semiology-motor-other-automatisms and (takesValue value true) and (valueClass value ""textClass"")"
HED_0012561	Semiology-motor-behavioral-arrest	4	Semiology-motor-manifestation	suggestedTag=Brain-laterality, suggestedTag=Body-part-location, suggestedTag=Brain-centricity, suggestedTag=Episode-event-count	Interruption of ongoing motor activity or of ongoing behaviors with fixed gaze, without movement of the head or trunk (oro-alimentary and hand automatisms may continue).	"Semiology-motor-manifestation and (suggestedTag value ""Brain-laterality"") and (suggestedTag value ""Body-part-location"") and (suggestedTag value ""Brain-centricity"") and (suggestedTag value ""Episode-event-count"")"
HED_0012562	Semiology-non-motor-manifestation	3	Seizure-semiology-manifestation			
HED_0012563	Semiology-sensory	4	Semiology-non-motor-manifestation		A perceptual experience not caused by appropriate stimuli in the external world. Modifies seizure or aura.	
HED_0012564	Semiology-sensory-headache	5	Semiology-sensory	suggestedTag=Brain-laterality, suggestedTag=Episode-event-count	Headache occurring in close temporal proximity to the seizure or as the sole seizure manifestation.	"Semiology-sensory and (suggestedTag value ""Brain-laterality"") and (suggestedTag value ""Episode-event-count"")"
HED_0012565	Semiology-sensory-visual	5	Semiology-sensory	suggestedTag=Brain-laterality, suggestedTag=Episode-event-count	Flashing or flickering lights, spots, simple patterns, scotomata, or amaurosis.	"Semiology-sensory and (suggestedTag value ""Brain-laterality"") and (suggestedTag value ""Episode-event-count"")"
HED_0012566	Semiology-sensory-auditory	5	Semiology-sensory	suggestedTag=Brain-laterality, suggestedTag=Episode-event-count	Buzzing, drumming sounds or single tones.	"Semiology-sensory and (suggestedTag value ""Brain-laterality"") and (suggestedTag value ""Episode-event-count"")"
HED_0012567	Semiology-sensory-olfactory	5	Semiology-sensory	suggestedTag=Body-part-location, suggestedTag=Episode-event-count		"Semiology-sensory and (suggestedTag value ""Body-part-location"") and (suggestedTag value ""Episode-event-count"")"
HED_0012568	Semiology-sensory-gustatory	5	Semiology-sensory	suggestedTag=Episode-event-count	Taste sensations including acidic, bitter, salty, sweet, or metallic.	"Semiology-sensory and (suggestedTag value ""Episode-event-count"")"
HED_0012569	Semiology-sensory-epigastric	5	Semiology-sensory	suggestedTag=Episode-event-count	Abdominal discomfort including nausea, emptiness, tightness, churning, butterflies, malaise, pain, and hunger; sensation may rise to chest or throat. Some phenomena may reflect ictal autonomic dysfunction.	"Semiology-sensory and (suggestedTag value ""Episode-event-count"")"
HED_0012570	Semiology-sensory-somatosensory	5	Semiology-sensory	suggestedTag=Brain-laterality, suggestedTag=Body-part-location, suggestedTag=Brain-centricity, suggestedTag=Episode-event-count	Tingling, numbness, electric-shock sensation, sense of movement or desire to move.	"Semiology-sensory and (suggestedTag value ""Brain-laterality"") and (suggestedTag value ""Body-part-location"") and (suggestedTag value ""Brain-centricity"") and (suggestedTag value ""Episode-event-count"")"
HED_0012571	Semiology-sensory-painful	5	Semiology-sensory	suggestedTag=Brain-laterality, suggestedTag=Body-part-location, suggestedTag=Brain-centricity, suggestedTag=Episode-event-count	Peripheral (lateralized/bilateral), cephalic, abdominal.	"Semiology-sensory and (suggestedTag value ""Brain-laterality"") and (suggestedTag value ""Body-part-location"") and (suggestedTag value ""Brain-centricity"") and (suggestedTag value ""Episode-event-count"")"
HED_0012572	Semiology-sensory-autonomic-sensation	5	Semiology-sensory	suggestedTag=Episode-event-count	A sensation consistent with involvement of the autonomic nervous system, including cardiovascular, gastrointestinal,  sudomotor, vasomotor, and thermoregulatory functions. (Thus autonomic aura; cf. autonomic events  3.0).	"Semiology-sensory and (suggestedTag value ""Episode-event-count"")"
HED_0012573	Semiology-sensory-other	5	Semiology-sensory	requireChild		Semiology-sensory and (requireChild value true)
HED_0012574	Semiology-sensory-other-#	6	Semiology-sensory-other	takesValue, valueClass=textClass	Free text.	"Semiology-sensory-other and (takesValue value true) and (valueClass value ""textClass"")"
HED_0012575	Semiology-experiential	4	Semiology-non-motor-manifestation		Affective, mnemonic, or composite perceptual phenomena including illusory or composite hallucinatory events; these may appear alone or in combination. Included are feelings of depersonalization. These phenomena have subjective qualities similar to those experienced in life but are recognized by the subject as occurring outside of actual context.	
HED_0012576	Semiology-experiential-affective-emotional	5	Semiology-experiential	suggestedTag=Episode-event-count	Components include fear, depression, joy, and (rarely) anger.	"Semiology-experiential and (suggestedTag value ""Episode-event-count"")"
HED_0012577	Semiology-experiential-hallucinatory	5	Semiology-experiential	suggestedTag=Episode-event-count	Composite perceptions without corresponding external stimuli involving visual, auditory, somatosensory, olfactory, and/or gustatory phenomena. Example: hearing  and seeing  people talking.	"Semiology-experiential and (suggestedTag value ""Episode-event-count"")"
HED_0012578	Semiology-experiential-illusory	5	Semiology-experiential	suggestedTag=Episode-event-count	An alteration of actual percepts involving the visual, auditory, somatosensory, olfactory, or gustatory systems.	"Semiology-experiential and (suggestedTag value ""Episode-event-count"")"
HED_0012579	Semiology-experiential-mnemonic	5	Semiology-experiential		Components that reflect ictal dysmnesia such as feelings of familiarity (deja-vu) and unfamiliarity (jamais-vu).	
HED_0012580	Semiology-experiential-mnemonic-Deja-vu	6	Semiology-experiential-mnemonic	suggestedTag=Episode-event-count		"Semiology-experiential-mnemonic and (suggestedTag value ""Episode-event-count"")"
HED_0012581	Semiology-experiential-mnemonic-Jamais-vu	6	Semiology-experiential-mnemonic	suggestedTag=Episode-event-count		"Semiology-experiential-mnemonic and (suggestedTag value ""Episode-event-count"")"
HED_0012582	Semiology-experiential-other	5	Semiology-experiential	requireChild		Semiology-experiential and (requireChild value true)
HED_0012583	Semiology-experiential-other-#	6	Semiology-experiential-other	takesValue, valueClass=textClass	Free text.	"Semiology-experiential-other and (takesValue value true) and (valueClass value ""textClass"")"
HED_0012584	Semiology-dyscognitive	4	Semiology-non-motor-manifestation	suggestedTag=Episode-event-count	The term describes events in which (1) disturbance of cognition is the predominant or most apparent feature, and (2a) two or more of the following components are involved, or (2b) involvement of such components remains undetermined. Otherwise, use the more specific term (e.g., mnemonic experiential seizure  or hallucinatory experiential seizure). Components of cognition: ++ perception: symbolic conception of sensory information ++ attention: appropriate selection of a principal perception or task ++ emotion: appropriate affective significance of a perception ++ memory: ability to store and retrieve percepts or concepts ++ executive function: anticipation, selection, monitoring of consequences, and initiation of motor activity including praxis, speech.	"Semiology-non-motor-manifestation and (suggestedTag value ""Episode-event-count"")"
HED_0012585	Semiology-language-related	4	Semiology-non-motor-manifestation			
HED_0012586	Semiology-language-related-vocalization	5	Semiology-language-related	suggestedTag=Episode-event-count		"Semiology-language-related and (suggestedTag value ""Episode-event-count"")"
HED_0012587	Semiology-language-related-verbalization	5	Semiology-language-related	suggestedTag=Episode-event-count		"Semiology-language-related and (suggestedTag value ""Episode-event-count"")"
HED_0012588	Semiology-language-related-dysphasia	5	Semiology-language-related	suggestedTag=Episode-event-count		"Semiology-language-related and (suggestedTag value ""Episode-event-count"")"
HED_0012589	Semiology-language-related-aphasia	5	Semiology-language-related	suggestedTag=Episode-event-count		"Semiology-language-related and (suggestedTag value ""Episode-event-count"")"
HED_0012590	Semiology-language-related-other	5	Semiology-language-related	requireChild		Semiology-language-related and (requireChild value true)
HED_0012591	Semiology-language-related-other-#	6	Semiology-language-related-other	takesValue, valueClass=textClass	Free text.	"Semiology-language-related-other and (takesValue value true) and (valueClass value ""textClass"")"
HED_0012592	Semiology-autonomic	4	Semiology-non-motor-manifestation		A sensation consistent with involvement of the autonomic nervous system, including cardiovascular, gastrointestinal, sudomotor, vasomotor, and thermoregulatory functions.	
HED_0012593	Semiology-autonomic-pupillary	5	Semiology-autonomic	suggestedTag=Brain-laterality, suggestedTag=Episode-event-count	Mydriasis, miosis (either bilateral or unilateral).	"Semiology-autonomic and (suggestedTag value ""Brain-laterality"") and (suggestedTag value ""Episode-event-count"")"
HED_0012594	Semiology-autonomic-hypersalivation	5	Semiology-autonomic	suggestedTag=Episode-event-count	Increase in production of saliva leading to uncontrollable drooling	"Semiology-autonomic and (suggestedTag value ""Episode-event-count"")"
HED_0012595	Semiology-autonomic-respiratory-apnoeic	5	Semiology-autonomic	suggestedTag=Episode-event-count	subjective shortness of breath, hyperventilation, stridor, coughing, choking, apnea, oxygen desaturation, neurogenic pulmonary edema.	"Semiology-autonomic and (suggestedTag value ""Episode-event-count"")"
HED_0012596	Semiology-autonomic-cardiovascular	5	Semiology-autonomic	suggestedTag=Episode-event-count	Modifications of heart rate (tachycardia, bradycardia), cardiac arrhythmias (such as sinus arrhythmia, sinus arrest, supraventricular tachycardia, atrial premature depolarizations, ventricular premature depolarizations, atrio-ventricular block, bundle branch block, atrioventricular nodal escape rhythm, asystole).	"Semiology-autonomic and (suggestedTag value ""Episode-event-count"")"
HED_0012597	Semiology-autonomic-gastrointestinal	5	Semiology-autonomic	suggestedTag=Episode-event-count	Nausea, eructation, vomiting, retching, abdominal sensations, abdominal pain, flatulence, spitting, diarrhea.	"Semiology-autonomic and (suggestedTag value ""Episode-event-count"")"
HED_0012598	Semiology-autonomic-urinary-incontinence	5	Semiology-autonomic	suggestedTag=Episode-event-count	urinary urge (intense urinary urge at the beginning of seizures), urinary incontinence, ictal urination (rare symptom of partial seizures without loss of consciousness).	"Semiology-autonomic and (suggestedTag value ""Episode-event-count"")"
HED_0012599	Semiology-autonomic-genital	5	Semiology-autonomic	suggestedTag=Episode-event-count	Sexual auras (erotic thoughts and feelings, sexual arousal and orgasm). Genital auras (unpleasant, sometimes painful, frightening or emotionally neutral somatosensory sensations in the genitals that can be accompanied by ictal orgasm). Sexual automatisms (hypermotor movements consisting of writhing, thrusting, rhythmic movements of the pelvis, arms and legs, sometimes associated with picking and rhythmic manipulation of the groin or genitalia, exhibitionism and masturbation).	"Semiology-autonomic and (suggestedTag value ""Episode-event-count"")"
HED_0012600	Semiology-autonomic-vasomotor	5	Semiology-autonomic	suggestedTag=Episode-event-count	Flushing or pallor (may be accompanied by feelings of warmth, cold and pain).	"Semiology-autonomic and (suggestedTag value ""Episode-event-count"")"
HED_0012601	Semiology-autonomic-sudomotor	5	Semiology-autonomic	suggestedTag=Brain-laterality, suggestedTag=Episode-event-count	Sweating and piloerection (may be accompanied by feelings of warmth, cold and pain).	"Semiology-autonomic and (suggestedTag value ""Brain-laterality"") and (suggestedTag value ""Episode-event-count"")"
HED_0012602	Semiology-autonomic-thermoregulatory	5	Semiology-autonomic	suggestedTag=Episode-event-count	Hyperthermia, fever.	"Semiology-autonomic and (suggestedTag value ""Episode-event-count"")"
HED_0012603	Semiology-autonomic-other	5	Semiology-autonomic	requireChild		Semiology-autonomic and (requireChild value true)
